NAME,the_geom,TEL,URL,ADDRESS1,ADDRESS2,CITY,ZIP
Marian Goodman Gallery,POINT (-73.9756850214431 40.76338707243015),(212) 977-7160,http://www.mariangoodman.com/,24 W 57th St,Fl 4,New York,10019
Marianne Boesky Gallery,POINT (-74.0042404164484 40.74883916800079),(212) 680-9889,http://www.marianneboeskygallery.com/,509 West 24th Street,,New York,10011
Marie Walsh Sharpe Art Foundation Art,POINT (-74.00938294824508 40.7232195707651),(212) 925-3008,http://sharpeartfdn.qwestoffice.net/freestudiospace.htm,443 Greenwich St,,New York,10013
Markey Lawrence Inc,POINT (-73.96303059746732 40.77388979473836),(212) 517-9892,http://www.rateitall.com/i-409842-markey-lawrence-incorporated.aspx,42 E 76th St,,New York,10021
Marlborough Gallery,POINT (-73.97630724645423 40.76355779629612),(212) 397-0317,http://www.marlboroughgallery.com/,40 W 57th St,,New York,10019
Martin Lawrence Galleries,POINT (-74.00024343226816 40.72612900171989),(212) 995-8865,http://martinlawrence.com/index3.html,457 W Broadway,,New York,10012
Martinez Gallery,POINT (-74.00309629649774 40.7507808655543),(212) 563-1075,http://www.martinezgallery.com/,515 W 27th St,,New York,10001
Mary Boone Gallery,POINT (-73.9732063898559 40.763356760077734),(212) 752-2929,http://www.maryboonegallery.com/,745 5th Ave,,New York,10151
Mary Ryan Gallery,POINT (-73.97559553880573 40.76334398509295),(212) 397-0669,http://www.maryryangallery.com/,24 W. 57th St.,,New York,10019
Master Drawing Assoc,POINT (-73.92992226435246 40.68805923739471),(718) 573-1299,http://www.masterdrawings.org/,669 Monroe St,,Brooklyn,11221
Master Framemakers,POINT (-73.96508958816975 40.76193299889474),(212) 308-6152,http://www.apfgroup.com/,219 East 60th Street,,New York,10022
Mathes Barbara Gallery,POINT (-73.9621648427065 40.776966586294506),(212) 570-4190,http://www.barbaramathesgallery.com/,22 E 80th St,,New York,10075
Matthew Marks Gallery - 22nd St.,POINT (-74.00589658293134 40.74729741496908),(212) 243-1650,http://www.matthewmarks.com/,522 W 22nd St.,,New York,10011
Matthew Marks Gallery - 24th St.,POINT (-74.00474727902512 40.74897107597267),(212) 243-0200,http://www.matthewmarks.com/,523 W. 24th St.,,New York,10011
Max Protetech Gallery,POINT (-74.00529719142446 40.74749802827233),(212) 633-6999,http://www.maxprotetch.com/,511 W 22nd St,,New York,10011
Maxwell Davidson Gallery,POINT (-73.97461593969648 40.76264197439602),(212) 759-7555,http://www.davidsongallery.com/,724 5th Ave,,New York,10019
Mc Dougal A,POINT (-73.98091303786859 40.78655118582654),(212) 874-2172,http://www.rateitall.com/i-409859-mc-dougal-a.aspx,98 Riverside Dr,,New York,10024
McCarron Paul Fine Prints & Drawings,POINT (-73.96278657366754 40.77592684790551),(212) 772-1181,http://www.paulmccarron.com/,1014 Madison Ave,,New York,10021
McGinnis Cheryl Gallery,POINT (-73.99214582774601 40.75467997009493),(212) 594-4066,http://www.cherylmcginnisgallery.com/,555 Eighth Avenue,#710,New York,10024
McKee Gallery,POINT (-73.97329466643644 40.76323751959007),(212) 688-5951,http://mckeegallery.com/,745 Fifth Ave.,4th Fl.,New York,10151
McKenzie Fine Art Inc,POINT (-74.0037714072592 40.7494363855362),(212) 989-5467,http://www.mckenziefineart.com/,511 W 25th St,,New York,10001
Medialia Corp,POINT (-73.99314536312515 40.755599322852156),(212) 971-0953,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Medialia-Corp-l495927.html,335 W 38th St,,New York,10018
Mehu Gallery,POINT (-73.96368099052644 40.79479917677156),(212) 222-3334,http://m.nyc.com/arts__attractions/mehu_gallery.444/map_location.aspx,21 W 100th St,,New York,10025
Meisel Louis K Gallery,POINT (-74.0004792798924 40.72569433519086),(212) 677-1340,http://www.meiselgallery.com/LKMG/,141 Prince St,,New York,10012
Meisel Susan P Decorative Arts,POINT (-74.00042049442699 40.725768874154355),(212) 254-0137,http://www.nyc.com/arts__attractions/meisel_susan_p_decorative_arts.220/editorial_review.aspx,141 Prince St,,New York,10012
Merrin Gallery,POINT (-73.97468953401778 40.76275397100442),(212) 757-2884,http://www.speendex.com/New-York/New-York-City/Shopping/Arts/Merrin-Gallery-l496371.html,724 5th Ave,,New York,10019
Merton Simpson Gallery Inc,POINT (-73.98965865906193 40.74544740199807),(212) 686-6735,http://www.mertonsimpsongallery.com/,38 W 28th St,Fl 5,New York,10001
Messineo Atr Projects,POINT (-73.99393229114348 40.748599606534086),(212) 414-0827,http://www.messineowyman.com/,227 West 29th Street,4th Floor (#111),New York,10001
Metro Art,POINT (-73.87450325388727 40.71335895928153),(718) 326-4102,http://www.nyc.com/arts__attractions/metro_art.1872/whats_nearby.aspx,7823 Metropolitan Ave,,Middle Village,11379
Metro Art and Frame,POINT (-73.91115650639766 40.886049537256284),(718) 432-0632,http://framart.com/,585 W 235th St,,Bronx,10463
Metro Pictures,POINT (-74.00459372674845 40.74895493162205),(212) 206-7100,http://www.metropicturesgallery.com/,519 W 24th St,,New York,10011
Miakey Art Gallery,POINT (-74.00855557930753 40.64025482225344),(718) 686-0788,http://find.mapmuse.com/details/art-galleries/3229245,5402 7th Ave,,Brooklyn,11220
Michael Werner Gallery,POINT (-73.9642620856143 40.77524709148462),(212) 988-1623,http://www.michaelwerner.com/,4 E. 77th St.,,New York,10021
Michail- Lombardo Gallery,POINT (-73.96654242387 40.76984145571714),(212) 472-2400,http://www.michaillombardogallery.com/ap/index.html,829 Madison Ave,,New York,10021
Michel Soskine Inc,POINT (-73.96069063723024 40.77611497745193),(212) 988-2050,http://www.soskine.com/en/index.html,900 Park Ave,,New York,10021
Michelle Rosenfeld Gallery,POINT (-73.96278905057954 40.776259691570026),(212) 734-0900,http://michellerosenfeldgallery.com/,16 E 79th St,,New York,10021
Miele Frank J Gallery,POINT (-73.96106461848258 40.77816985290121),(212) 249-7250,http://www.americanfolkart.com/,1086 Madison Ave,,New York,10028
Miller Geisler Gallery Llc,POINT (-74.00402625964297 40.74952854550345),(212) 255-2885,http://www.nyc.com/arts__attractions/miller_geisler_gallery_llc.859/whats_nearby.aspx,511 W 25th St,,New York,10001
Miller Laurence Gallery Inc,POINT (-73.97553261570835 40.76323164644723),(212) 397-3930,http://www.laurencemillergallery.com/,20 W 57th St,Lbby,New York,10019
Mimi Ferzt Inc,POINT (-74.00074603486665 40.72369074954108),(212) 343-9377,http://www.mimiferzt.com/,81 Greene St,,New York,10012
Minetta Brook Inc,POINT (-74.00901737699937 40.71949070424967),(212) 431-7165,http://www.yelp.com/biz/minetta-brook-inc-new-york,105 Hudson St,,New York,10001
Mip Art Realty Inc,POINT (-74.00028349944168 40.72296987769243),(212) 431-9474,http://www.city-data.com/businesses/578718041-mip-art-realty-inc-new-york-ny.html,83 Mercer St,Fl 5,New York,10012
Mitchell Algus Gallery,POINT (-74.0037861385374 40.7495397514391),(212) 242-6242,http://www.mitchellalgus.com/,511 W 25th St,,New York,10001
Mitchell-Innes & Nash,POINT (-73.9625796104965 40.77599315332581),(212) 744-7400,http://www.miandn.com/,1018 Madison Ave,,New York,10021
Mixed Greens Gallery,POINT (-74.00387840196353 40.75030912806995),(212) 331-8888,http://www.mixedgreens.com/ArtWeb/html/aboutpage.asp?page=index.htm,531 W 26th St,,New York,10001
Mobile Concept Inc,POINT (-73.83095586656464 40.76192417138188),(718) 353-6600,http://www.nyc.com/arts__attractions/mobile_concept_inc.1880/editorial_review.aspx,3655 Main St,,Flushing,11354
Modern Art & Framing,POINT (-73.98032204078434 40.76455537136017),(212) 307-7391,http://www.nyc.com/arts__attractions/modern_art__framing.1690/whats_nearby.aspx,877 7th Ave,,New York,10019
Moeller Achim Fine Art Ltd,POINT (-73.96863603499325 40.76627436625894),(212) 644-2133,http://www.moellerart.com/index.php,36 E 64th St,,New York,10065
Momenta Art Gallery,POINT (-73.96295355070409 40.71150041862991),(718) 218-8058,http://momentaart.org/,359 Bedford Ave,,Brooklyn,11211
Monalisa Art Gallery,POINT (-73.9466513812263 40.780108749470884),(212) 722-4989,http://www.monalisaframing.com/default/index.cfm,1758 1st Ave,,New York,10128
Montserrat Gallery Inc,POINT (-73.99692951565866 40.72471669537883),(212) 941-8899,http://www.ny-companies.com/business-in-new-york/retail-stores-companies/160100-montserrat-gallery-inc.html,584 Broadway,,New York,10012
Mooney Robert J Arts Management,POINT (-73.99361475424345 40.68908922127575),(718) 852-9080,http://local.botw.org/New_York/Brooklyn/Mooney_Robert_J_Arts_Management/34351212.html,174 Pacific St,,Brooklyn,11201
Morales David,POINT (-73.99280897511609 40.755395881808944),(212) 564-2335,http://www.nyc.com/arts__attractions/morales_david.583/map_location.aspx,325 W 38th St,Lbby,New York,10018
Morgan Art Consulting,POINT (-73.98578003114238 40.74025449638514),(212) 447-0490,http://morganartconsulting.com/,303 Park Avenue South,#1204,New York,10010
Morning Star Gallery Ltd,POINT (-73.85783325965976 40.729925290435816),(212) 334-9330,http://www.nyc.com/arts__attractions/morning_star_gallery_ltd.532/editorial_review.aspx,9809 64th Rd,,Rego Park,11374
Naegele Amyas Bases & African Art,POINT (-73.99433591239288 40.75448640349798),(212) 465-0524,http://www.merchantcircle.com/business/Naegele.Amyas.Bases.And.African.Art.212-465-0524,347 W 36th St,,New York,10018
Naiman Lee Fine Art,POINT (-73.96767394746206 40.78834441532084),(212) 362-4090,http://www.nyc.com/arts__attractions/naiman_lee_fine_art.1703/whats_nearby.aspx,300 Central Park W,,New York,10024
Nancy Hoffman Gallery Inc,POINT (-74.00102410365224 40.72518023281353),(212) 966-6676,http://www.nancyhoffmangallery.com/,429 W Broadway,,New York,10012
Nancy Margolis Gallery Inc,POINT (-74.00418364531838 40.74964655751219),(212) 242-3013,http://nancymargolisgallery.com/,523 W 25th Street,,New York,10001
Natalie Karg Ltd,POINT (-73.99266562686707 40.75533810535789),(212) 563-7821,http://www.masterseek.com/id/7052478/Natalie-Karg-Ltd.htm,325 W 38th St,,New York,10018
Nathaniel Moore Llc,POINT (-74.0088638253243 40.72031106253412),(212) 965-9500,http://www.zipleaf.us/Companies/Nathaniel-Moore-LLC,121 Hudson St,,New York,10013
Navarra Enrico,POINT (-73.97200032411818 40.762503483162966),(212) 223-2828,http://www.enriconavarra.com/flash6.html,41 E 57th St,,New York,10022
Neal Meltzer Fine Arts,POINT (-73.97241955373046 40.76294039373367),(212) 829-9800,http://www.nealmeltzer.com/,600 Madison Ave,,New York,10022
Neikrug Marjorie Appraisals,POINT (-73.96625979341016 40.76536881897661),(212) 688-8779,http://newyorkny.zemantics.com/business/neikrug-marjorie-appraisals,136 E 64th St,,New York,10021
Neuhoff Gallery Inc,POINT (-73.97205775096393 40.7624328993632),(212)  838-1122,http://www.neuhoffgallery.com/,41 E 57th St,,New York,10022
New Dorp Village Antiques Ltd,POINT (-74.11581755294395 40.62843292760055),(718) 815-2526,http://businessfinder.silive.com/2321461/New-Dorp-Village-Antiques-Ltd-Staten-Island-NY,517 Broadway,,Staten Island,10310
New York Art Expo Inc,POINT (-74.00960786131157 40.70500032253853),(212) 363-8280,http://www.merchantcircle.com/business/New.York.Art.Expo.Inc.New.York.NY.212-363-8280,3 Hanover Sq,,New York,10004
New York Art Gallery,POINT (-73.94975339732595 40.775828416993),(212) 396-0275,http://hellonewyorkcity.com/Business_Profile/10566336_5/New_York_Art_Gallery.cfm,1626 1st Ave,,New York,10028
New York Gallery Tours,POINT (-74.00394434300469 40.734595236627335),(212) 946-1548,http://www.nygallerytours.com/,82 Charles St,,New York,10014
Nexus Gallery Inc,POINT (-73.9839451177135 40.730424943714404),(212) 982-4712,http://www.nyc.com/arts__attractions/nexus_gallery_inc.125/whats_nearby.aspx,345 E 12th St,,New York,10003
Nohra Haime Gallery,POINT (-73.97210420051013 40.76237001579118),(212) 888-3550,http://www.artnet.com/nhaime.html,41 East 57th Street,,New York,10022
Nolan Eckman Gallery,POINT (-73.99773989620407 40.72397828849557),(212) 925-6190,http://ny.serviceslisted.com/1655106-NolanEckmanGallery.htm,560 Broadway,,New York,10012
Northstar Research Associates Inc,POINT (-73.97484365850636 40.78956298783739),(212) 721-7000,http://goliath.ecnext.com/coms2/product-compint-0000684313-page.html,215 W 88th St,Apt 8D,New York,10024
Nyabinghi Africian Gift Shop,POINT (-74.00815285200781 40.715235074421756),(212) 566-3336,http://www.nyc.com/arts__attractions/nyabinghi_africian_gift_shop.136/editorial_review.aspx,111 Chambers St,,New York,10007
O J Art Gallery,POINT (-73.99829009763708 40.73488846804124),(212) 420-0417,http://www.manta.com/coms2/dnbcompany_ccv29cr,446 Ave of the Americas,,New York,10011
O.K. Harris Gallery,POINT (-74.00207055583819 40.723688621646204),(212) 431-3600,http://www.okharris.com/,383 W. Broadway,,New York,10012
Object-Image,POINT (-73.97789833482246 40.67984870697147),(718) 623-2434,http://www.laurafantini.it/Documents/For_Immediate_Release09_2.pdf,91 5th Ave,,Brooklyn,11217
Oditi Inc,POINT (-73.95084961193534 40.786364822127446),(212) 427-5885,http://www.ibegin.com/directory/us/new-york/new-york/oditi-inc-1500-lexington-ave/,1500 Lexington Ave,,New York,10029
Odyssia Gallery,POINT (-73.96269813635554 40.7618747512849),(212) 486-7338,http://www.livevillage.com/newyork/art/odyssia-gallery.html,305 E 61st St,,New York,10021
Old Print Shop Inc,POINT (-73.98194844064098 40.74367322071215),(212) 683-3950,http://www.oldprintshop.com/,150 Lexington Ave,,New York,10016
Omniguard Art Guarantee,POINT (-74.0114722358904 40.708938811665874),(212) 577-9000,http://www.city-data.com/businesses/683951099-omni-guard-art-guarantee-new-york-ny.html,115 Broadway,,New York,10006
One Twenty Eight,POINT (-73.9869130305955 40.719806519486134),(212) 674-0244,http://www.galleryonetwentyeight.org/,128 Rivington St,,New York,10002
Opera Gallery,POINT (-73.99994843596657 40.72381493757711),(212) 966-6675,http://www.popaganda.com/events.htm,115 Spring St,,New York,10012
