Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
02/01/2016 09:00:00 AM,012XX S CANAL ST,THEFT,OVER $500,SMALL RETAIL STORE,true,false,1
07/15/2016 11:15:00 AM,056XX W BELMONT AVE,THEFT,RETAIL THEFT,DRUG STORE,false,false,16
02/25/2016 12:20:00 AM,081XX S ELLIS AVE,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,false,true,6
03/07/2016 01:20:00 PM,009XX N ASHLAND AVE,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",false,false,12
08/05/2016 11:10:00 PM,033XX S HALSTED ST,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,true,false,9
06/02/2016 10:00:00 PM,016XX W CORTLAND ST,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,14
10/05/2016 07:30:00 PM,037XX W POLK ST,ASSAULT,SIMPLE,RESIDENCE,false,false,11
02/06/2016 11:00:00 AM,017XX W 21ST ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,12
11/18/2016 12:00:00 PM,015XX W 18TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,12
11/15/2016 10:00:00 PM,017XX N KEELER AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,25
07/28/2016 03:00:00 AM,027XX N MERRIMAC AVE,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),false,false,25
08/27/2016 01:52:00 AM,033XX N HALSTED ST,BATTERY,SIMPLE,BAR OR TAVERN,false,false,19
07/02/2016 10:00:00 PM,004XX N HOYNE AVE,THEFT,$500 AND UNDER,STREET,false,false,12
03/11/2016 03:00:00 PM,018XX N MARSHFIELD AVE,THEFT,OVER $500,PARK PROPERTY,false,false,14
10/29/2016 02:00:00 AM,047XX N WASHTENAW AVE,THEFT,OVER $500,STREET,false,false,19
01/29/2017 09:00:00 AM,067XX S CRANDON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,3
04/06/2016 03:50:00 AM,037XX W CULLOM AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,17
09/22/2016 03:58:00 PM,079XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,false,6
06/23/2016 07:55:00 PM,117XX S STATE ST,THEFT,$500 AND UNDER,STREET,true,false,5
08/08/2016 12:00:00 PM,079XX S TALMAN AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,8
09/11/2016 09:45:00 PM,051XX S RICHMOND ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,9
03/07/2016 06:30:00 AM,046XX N RACINE AVE,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,19
06/04/2016 11:00:00 AM,036XX S COTTAGE GROVE AVE,BATTERY,SIMPLE,APARTMENT,false,false,2
03/09/2016 06:41:00 PM,0000X S CICERO AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,11
10/21/2016 05:32:00 PM,009XX N LAKE SHORE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,18
06/18/2016 10:40:00 PM,035XX N SHEFFIELD AVE,BATTERY,SIMPLE,SIDEWALK,true,false,19
01/24/2016 04:11:00 PM,021XX W WARREN BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,12
06/25/2016 03:30:00 PM,100XX W OHARE ST,THEFT,FROM BUILDING,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,16
06/17/2016 05:00:00 AM,045XX S WESTERN AVE,ASSAULT,SIMPLE,STREET,false,false,9
08/26/2016 09:50:00 PM,054XX S KEDZIE AVE,THEFT,RETAIL THEFT,DRUG STORE,false,false,9
02/16/2016 01:37:00 AM,065XX S WINCHESTER AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,7
01/20/2017 07:35:00 PM,0000X E GRAND AVE,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,SIDEWALK,true,false,18
03/31/2016 06:20:00 PM,113XX S STEWART AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,22
01/31/2017 12:45:00 AM,059XX W WALTON ST,THEFT,$500 AND UNDER,STREET,false,false,15
02/21/2016 09:13:00 PM,077XX W TOUHY AVE,THEFT,RETAIL THEFT,SIDEWALK,false,false,16
06/05/2016 01:30:00 AM,076XX S BISHOP ST,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,6
11/06/2016 02:20:00 PM,040XX W MONTROSE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,17
08/04/2016 09:00:00 PM,033XX W LEXINGTON ST,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,11
08/22/2016 09:15:00 PM,061XX S MORGAN ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,7
12/03/2016 03:20:00 PM,014XX W 68TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,7
12/02/2016 11:37:00 PM,004XX E 130TH ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,5
08/10/2016 10:30:00 PM,006XX E 60TH ST,THEFT,$500 AND UNDER,STREET,false,false,3
06/10/2016 06:00:00 PM,018XX W 69TH ST,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,7
11/21/2016 03:00:00 PM,012XX E 85TH ST,THEFT,FROM BUILDING,RESIDENCE,false,false,4
08/11/2016 05:20:00 PM,072XX S JEFFERY BLVD,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,false,false,3
08/21/2016 01:00:00 AM,016XX S SAWYER AVE,THEFT,$500 AND UNDER,STREET,false,false,10
08/16/2016 06:40:00 PM,052XX W WASHINGTON BLVD,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,false,false,15
09/01/2016 04:20:00 AM,058XX S ABERDEEN ST,ASSAULT,SIMPLE,SIDEWALK,true,true,7
04/24/2016 09:55:00 AM,072XX S WENTWORTH AVE,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,7
02/26/2016 12:00:00 PM,088XX S ASHLAND AVE,NARCOTICS,POSS: CRACK,STREET,true,false,22
03/21/2016 04:30:00 AM,083XX S KERFOOT AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,6
10/01/2016 03:00:00 PM,057XX N RIDGE AVE,THEFT,$500 AND UNDER,APARTMENT,false,false,20
07/23/2016 01:30:00 AM,025XX W 66TH ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,8
06/27/2016 07:20:00 AM,005XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT VENDING ESTABLISHMENT,false,false,16
08/27/2016 10:00:00 PM,051XX S NEW ENGLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,8
12/29/2016 12:30:00 PM,003XX E LOWER NORTH WATER ST,THEFT,FROM BUILDING,APARTMENT,false,false,18
06/30/2016 05:40:00 PM,018XX W ARGYLE ST,THEFT,ATTEMPT THEFT,RESIDENTIAL YARD (FRONT/BACK),false,false,20
06/01/2016 04:13:00 AM,051XX W BLOOMINGDALE AVE,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,true,true,25
12/24/2016 12:00:00 PM,013XX N ARTESIAN AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,14
05/16/2016 02:40:00 PM,016XX W JUNEWAY TER,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,24
12/06/2016 09:10:00 AM,011XX N CLARK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,true,false,18
11/02/2016 08:00:00 AM,024XX S SAWYER AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,10
04/24/2016 01:05:00 AM,075XX W IRVING PARK RD,GAMBLING,GAME/AMUSEMENT DEVICE,OTHER,true,false,16
09/30/2016 05:53:00 PM,010XX W 109TH ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,22
09/18/2016 02:10:00 PM,047XX W NORTH AVE,THEFT,OVER $500,SIDEWALK,false,false,25
04/19/2016 02:51:00 PM,026XX N FAIRFIELD AVE,THEFT,FROM BUILDING,APARTMENT,false,false,14
08/07/2016 10:30:00 PM,026XX S TRIPP AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,10
01/19/2016 04:30:00 PM,031XX W BELLE PLAINE AVE,ASSAULT,SIMPLE,SIDEWALK,false,false,17
09/02/2016 10:20:00 AM,015XX S KEDZIE AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,10
04/04/2016 04:20:00 PM,014XX W 76TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,6
01/30/2017 10:30:00 AM,025XX W 68TH ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,8
08/09/2016 11:55:00 PM,020XX W WARREN BLVD,THEFT,OVER $500,STREET,false,false,12
01/09/2017 09:45:00 AM,013XX S CLINTON ST,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1
01/21/2016 10:00:00 PM,053XX S COTTAGE GROVE AVE,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,2
09/03/2016 01:00:00 PM,015XX W THOME AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,24
01/12/2016 05:30:00 PM,047XX N KENMORE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,CHA APARTMENT,false,false,19
10/11/2016 05:00:00 PM,052XX S LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,8
08/15/2016 08:00:00 PM,052XX S KENWOOD AVE,BURGLARY,UNLAWFUL ENTRY,COIN OPERATED MACHINE,false,false,2
03/31/2016 10:30:00 AM,032XX W MAYPOLE AVE,ASSAULT,SIMPLE,APARTMENT,false,false,11
08/15/2016 06:30:00 AM,041XX S WALLACE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,9
07/21/2016 03:50:00 AM,0000X W DIVISION ST,BATTERY,SIMPLE,RESTAURANT,false,false,18
02/04/2017 09:00:00 PM,040XX N PULASKI RD,THEFT,$500 AND UNDER,STREET,false,false,17
04/10/2016 11:42:00 AM,025XX N CLARK ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,ATM (AUTOMATIC TELLER MACHINE),false,false,19
07/28/2016 12:00:00 PM,040XX W GRAND AVE,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,25
01/18/2017 12:01:00 PM,012XX S LAWNDALE AVE,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,APARTMENT,false,false,10
10/16/2016 02:50:00 AM,042XX S CICERO AVE,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,8
02/12/2017 12:18:00 AM,073XX S HALSTED ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,7
01/15/2016 02:00:00 PM,0000X N LA SALLE ST,THEFT,FROM BUILDING,RESTAURANT,false,false,1
11/22/2016 07:25:00 PM,087XX S PEORIA ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,22
09/15/2016 08:30:00 AM,008XX W EVERGREEN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,18
01/05/2016 07:25:00 AM,041XX W MADISON ST,BATTERY,AGGRAVATED: HANDGUN,CTA BUS STOP,false,false,11
07/14/2016 05:35:00 PM,016XX S WASHTENAW AVE,NARCOTICS,POS: HYPODERMIC NEEDLE,SIDEWALK,true,false,10
08/15/2016 07:00:00 AM,115XX S LA SALLE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,5
06/30/2016 11:00:00 PM,022XX E 87TH ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,true,4
01/02/2017 04:27:00 PM,026XX N CLYBOURN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,19
05/29/2016 12:45:00 AM,007XX S CAMPBELL AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,false,true,11
05/21/2016 03:23:00 PM,0000X N MICHIGAN AVE,THEFT,FROM BUILDING,RESTAURANT,false,false,1
01/26/2017 12:00:00 PM,005XX W MONROE ST,THEFT,POCKET-PICKING,RESTAURANT,false,false,1
02/10/2016 05:00:00 PM,038XX S RACINE AVE,THEFT,OVER $500,OTHER,false,false,9
11/27/2016 05:09:00 PM,014XX W JONQUIL TER,BATTERY,SIMPLE,ALLEY,false,false,24
01/18/2017 12:30:00 PM,075XX S SANGAMON ST,THEFT,$500 AND UNDER,RESIDENCE,false,false,6
03/25/2016 07:28:00 PM,084XX S COMMERCIAL AVE,ASSAULT,SIMPLE,RESIDENCE,false,false,4
01/09/2017 05:20:00 AM,030XX N LAMON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,25
03/29/2016 12:00:00 PM,011XX N CLARK ST,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,18
09/02/2016 06:26:00 PM,032XX W 59TH ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,8
09/02/2016 11:55:00 PM,010XX W 103RD ST,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,22
02/06/2017 10:00:00 PM,046XX N MAGNOLIA AVE,THEFT,$500 AND UNDER,STREET,false,false,19
04/29/2016 03:30:00 PM,015XX S DRAKE AVE,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,10
09/13/2016 07:00:00 PM,121XX S MICHIGAN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,5
07/20/2016 02:50:00 PM,017XX W 45TH ST,ASSAULT,SIMPLE,RESIDENCE,false,false,9
02/13/2016 01:45:00 AM,079XX S SOUTH CHICAGO AVE,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,4
04/11/2016 02:20:00 PM,047XX S COTTAGE GROVE AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,2
07/31/2016 10:00:00 PM,057XX W FULLERTON AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,25
12/28/2016 02:51:00 PM,007XX W DIVERSEY PKWY,THEFT,RETAIL THEFT,OTHER,true,false,19
03/04/2016 12:30:00 AM,041XX N MAJOR AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,16
03/16/2016 12:31:00 AM,070XX S MORGAN ST,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,7
07/17/2016 05:00:00 AM,043XX S ROCKWELL ST,STALKING,SIMPLE,APARTMENT,false,true,9
02/23/2016 12:10:00 PM,060XX S GREEN ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,7
11/17/2016 11:18:00 AM,010XX N WALLER AVE,THEFT,FROM BUILDING,VACANT LOT/LAND,false,false,15
02/17/2017 01:30:00 PM,043XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2
03/14/2016 08:30:00 PM,068XX S OGLESBY AVE,THEFT,OVER $500,STREET,false,false,3
04/06/2016 05:30:00 PM,004XX E MARQUETTE RD,THEFT,$500 AND UNDER,APARTMENT,false,true,3
06/06/2016 11:00:00 PM,013XX S INDEPENDENCE BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,10
04/01/2016 06:00:00 PM,070XX S LOWE AVE,BATTERY,SIMPLE,RESIDENCE,false,false,7
08/30/2016 04:30:00 PM,094XX S ASHLAND AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,22
01/22/2017 09:10:00 AM,075XX S ESSEX AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,4
11/30/2016 05:47:00 PM,009XX N Hermitage Ave,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,12
01/16/2017 07:00:00 PM,026XX N CALIFORNIA AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,14
11/07/2016 02:03:00 AM,055XX W IOWA ST,NARCOTICS,POSS: CRACK,ALLEY,true,false,15
12/07/2016 12:00:00 AM,0000X N LA SALLE ST,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,false,false,1
01/08/2016 01:10:00 PM,081XX S COTTAGE GROVE AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,6
03/29/2016 06:10:00 AM,010XX N LAWLER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,false,15
03/27/2016 10:10:00 PM,081XX S BURNHAM AVE,BATTERY,SIMPLE,RESIDENCE,false,false,4
08/26/2016 03:30:00 PM,062XX S HOYNE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,7
01/10/2017 10:30:00 AM,077XX W PETERSON AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,16
04/02/2016 12:12:00 PM,021XX S MARSHALL BLVD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,10
05/23/2016 10:30:00 PM,034XX W 21ST ST,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,10
11/27/2016 08:10:00 PM,088XX S PRINCETON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,6
09/26/2016 09:00:00 AM,088XX S HOUSTON AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,4
01/11/2017 05:00:00 AM,008XX E 82ND ST,THEFT,OVER $500,STREET,false,false,6
12/27/2016 10:30:00 PM,0000X E ILLINOIS ST,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,18
02/17/2017 06:15:00 PM,001XX W ADAMS ST,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,1
05/10/2016 12:00:00 PM,076XX S LAFAYETTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,6
02/15/2017 02:10:00 PM,024XX S CHRISTIANA AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,10
02/01/2017 03:53:00 PM,046XX W NORTH AVE,THEFT,$500 AND UNDER,DEPARTMENT STORE,true,false,25
01/13/2017 07:01:00 PM,070XX S STONY ISLAND AVE,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,3
09/10/2016 12:25:00 AM,050XX N NAGLE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),true,false,16
12/15/2016 09:15:00 PM,021XX W WARNER AVE,THEFT,OVER $500,STREET,false,false,19
09/05/2016 06:45:00 AM,073XX S DORCHESTER AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,3
11/30/2016 12:31:00 PM,013XX W 31ST PL,THEFT,OVER $500,RESIDENCE,false,false,9
05/03/2016 10:30:00 AM,037XX N LARAMIE AVE,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,16
02/09/2016 05:40:00 PM,047XX S HALSTED ST,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,false,false,9
03/02/2017 12:01:00 AM,075XX S NORMAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,6
02/20/2016 01:18:00 PM,024XX W LEXINGTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,11
05/22/2016 08:35:00 AM,036XX S INDIANA AVE,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,2
11/07/2016 01:42:00 PM,011XX E 52ND ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2
09/02/2016 08:05:00 PM,011XX S MOZART ST,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,11
11/15/2016 01:00:00 PM,005XX E 92ND ST,ROBBERY,ARMED: HANDGUN,STREET,false,false,6
12/19/2016 12:00:00 PM,101XX S HALSTED ST,THEFT,$500 AND UNDER,STREET,false,false,22
05/08/2016 07:30:00 PM,048XX W ADAMS ST,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,15
10/23/2016 11:10:00 PM,095XX S FOREST AVE,ROBBERY,AGGRAVATED,SIDEWALK,false,false,5
11/10/2016 12:45:00 AM,041XX N LAWNDALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,17
02/03/2017 10:54:00 AM,039XX W ARTHINGTON ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,11
08/01/2016 10:00:00 AM,0000X W 26TH ST,THEFT,$500 AND UNDER,RESTAURANT,false,false,1
10/25/2016 10:15:00 AM,060XX W GRAND AVE,THEFT,OVER $500,SIDEWALK,false,false,25
07/17/2016 11:55:00 AM,014XX N SEDGWICK ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,false,18
07/23/2016 09:25:00 PM,083XX S HALSTED ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,6
12/03/2016 04:00:00 PM,044XX N SEELEY AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,true,19
06/21/2016 09:59:00 AM,040XX S OAKENWALD AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE PORCH/HALLWAY,false,false,2
02/17/2016 03:00:00 AM,012XX W LELAND AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,19
03/22/2016 08:15:00 AM,060XX S HONORE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,7
05/20/2016 11:00:00 AM,008XX S WELLS ST,ASSAULT,SIMPLE,OTHER,false,false,1
10/30/2016 11:20:00 AM,021XX W FLETCHER ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,19
02/10/2017 02:48:00 PM,109XX S TRUMBULL AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,22
10/18/2016 09:00:00 PM,081XX S DREXEL AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,6
02/16/2017 09:00:00 AM,038XX W POLK ST,BATTERY,SIMPLE,SIDEWALK,false,false,11
03/04/2017 02:45:00 AM,012XX S KEDVALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,10
02/26/2016 12:55:00 PM,004XX W NORTH AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,18
11/30/2016 05:37:00 PM,050XX W JACKSON BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
10/18/2016 02:45:00 PM,021XX E 87TH ST,PUBLIC PEACE VIOLATION,MOB ACTION,"SCHOOL, PRIVATE, BUILDING",true,false,4
01/06/2017 02:40:00 PM,120XX S WALLACE ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,5
07/20/2016 07:30:00 PM,006XX W ARMITAGE AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,false,false,18
05/08/2016 07:00:00 PM,001XX W WASHINGTON ST,THEFT,OVER $500,OTHER,true,false,1
07/23/2016 09:30:00 PM,053XX S MC VICKER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,8
05/07/2016 11:30:00 AM,031XX N Clark St,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,19
03/16/2016 06:30:00 AM,036XX W 47TH ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,8
05/09/2016 11:41:00 PM,065XX S DR MARTIN LUTHER KING JR DR,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,3
09/01/2016 04:30:00 PM,109XX S DOTY AVE E,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,5
11/06/2016 07:45:00 PM,080XX S ESCANABA AVE,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,4
06/05/2016 12:50:00 AM,012XX W 72ND ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,7
03/15/2016 11:00:00 AM,076XX S EAST END AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,4
02/11/2017 11:05:00 PM,028XX N ASHLAND AVE,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,19
02/14/2016 02:05:00 AM,082XX S COLES AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,4
10/17/2016 01:52:00 PM,052XX N SHERIDAN RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,20
03/13/2016 08:00:00 PM,069XX S SOUTH SHORE DR,THEFT,$500 AND UNDER,STREET,false,false,3
03/17/2016 05:06:00 AM,006XX S PULASKI RD,THEFT,$500 AND UNDER,SIDEWALK,false,false,11
03/05/2016 09:45:00 PM,075XX N RIDGE BLVD,BATTERY,SIMPLE,APARTMENT,false,false,24
12/01/2016 12:00:00 PM,032XX W FULLERTON AVE,THEFT,FROM BUILDING,APARTMENT,false,false,14
01/31/2016 08:35:00 PM,006XX N CHRISTIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,11
02/25/2016 12:05:00 PM,023XX S DR MARTIN LUTHER KING JR DR,THEFT,FROM BUILDING,OTHER,false,false,1
04/14/2016 04:00:00 PM,0000X E 120TH PL,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,5
09/05/2016 09:00:00 AM,058XX W ADDISON ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,16
10/31/2016 12:05:00 PM,0000X E 112TH PL,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,5
01/27/2016 02:30:00 PM,022XX S BLUE ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,10
01/30/2016 05:45:00 PM,046XX N LINCOLN AVE,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,19
07/20/2016 09:00:00 AM,011XX N LEAMINGTON AVE,THEFT,OVER $500,CONSTRUCTION SITE,false,false,15
03/16/2016 04:45:00 PM,069XX S JEFFERY BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,3
05/11/2016 11:00:00 AM,010XX W LAKE ST,THEFT,$500 AND UNDER,STREET,false,false,12
01/05/2017 07:00:00 PM,060XX N CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,24
04/30/2016 12:50:00 PM,052XX W LAKE ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,15
06/15/2016 03:30:00 AM,015XX N MAPLEWOOD AVE,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,14
03/01/2016 09:00:00 AM,059XX S KEDZIE AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,8
